panel_id,brand,panel_type,rated_power_w,voltage,derating_factor,cabling_loss,safety_factor,length_m,width_m,area_m2,price_min,price_max
Auxano Solar_220W_Half-Cut_2750,Auxano Solar,Half-Cut,220.0,12.0,0.81,0.04,0.1,1.54,0.87,1.34,37153.0,61921.0
Auxano Solar_170W_Half-Cut_2888,Auxano Solar,Half-Cut,170.0,48.0,0.79,0.05,0.1,1.51,0.83,1.25,44293.0,73821.0
Auxano Solar_530W_Half-Cut_2934,Auxano Solar,Half-Cut,530.0,48.0,0.81,0.05,0.08,2.01,1.0,2.01,100770.0,167950.0
Auxano Solar_510W_Half-Cut_2963,Auxano Solar,Half-Cut,510.0,24.0,0.8,0.05,0.1,2.03,1.0,2.03,128197.0,213661.0
Auxano Solar_160W_Half-Cut_2979,Auxano Solar,Half-Cut,160.0,48.0,0.8,0.05,0.1,1.54,0.88,1.36,34906.0,58178.0
Auxano Solar_70W_Half-Cut_3133,Auxano Solar,Half-Cut,70.0,24.0,0.81,0.05,0.11,1.09,0.56,0.61,15166.0,25276.0
Auxano Solar_100W_Half-Cut_3161,Auxano Solar,Half-Cut,100.0,48.0,0.8,0.06,0.08,1.05,0.59,0.62,18998.0,31662.0
Auxano Solar_130W_Half-Cut_3171,Auxano Solar,Half-Cut,130.0,24.0,0.79,0.04,0.12,1.13,0.69,0.78,28827.0,48045.0
Auxano Solar_380W_Half-Cut_3190,Auxano Solar,Half-Cut,380.0,12.0,0.8,0.04,0.08,1.8,1.0,1.8,74365.0,123941.0
Auxano Solar_550W_Half-Cut_3288,Auxano Solar,Half-Cut,550.0,24.0,0.81,0.04,0.11,2.03,1.0,2.03,124445.0,207409.0
Auxano Solar_140W_Half-Cut_3340,Auxano Solar,Half-Cut,140.0,48.0,0.81,0.05,0.1,1.18,0.66,0.78,28084.0,46808.0
Auxano Solar_470W_Half-Cut_3463,Auxano Solar,Half-Cut,470.0,48.0,0.78,0.05,0.11,2.02,1.0,2.02,94935.0,158225.0
Auxano Solar_220W_Half-Cut_3529,Auxano Solar,Half-Cut,220.0,48.0,0.8,0.06,0.09,1.6,0.8,1.28,47282.0,78804.0
Auxano Solar_350W_Half-Cut_3530,Auxano Solar,Half-Cut,350.0,36.0,0.78,0.05,0.09,1.62,0.94,1.52,61119.0,101865.0
Auxano Solar_370W_Half-Cut_3543,Auxano Solar,Half-Cut,370.0,36.0,0.79,0.04,0.1,1.74,0.99,1.72,77311.0,128851.0
Auxano Solar_190W_Half-Cut_3634,Auxano Solar,Half-Cut,190.0,36.0,0.8,0.04,0.1,1.52,0.9,1.37,36344.0,60574.0
Auxano Solar_320W_Half-Cut_3673,Auxano Solar,Half-Cut,320.0,36.0,0.79,0.05,0.11,1.67,1.0,1.67,54550.0,90916.0
Auxano Solar_360W_Half-Cut_3734,Auxano Solar,Half-Cut,360.0,48.0,0.8,0.05,0.1,1.73,1.0,1.73,92543.0,154239.0
Auxano Solar_510W_Half-Cut_3737,Auxano Solar,Half-Cut,510.0,48.0,0.8,0.04,0.09,2.01,1.0,2.01,104869.0,174781.0
Auxano Solar_480W_Half-Cut_3774,Auxano Solar,Half-Cut,480.0,12.0,0.78,0.05,0.08,2.02,1.0,2.02,86565.0,144275.0
Auxano Solar_270W_Half-Cut_3818,Auxano Solar,Half-Cut,270.0,36.0,0.8,0.05,0.11,1.68,0.91,1.53,49509.0,82515.0
Auxano Solar_270W_Half-Cut_3838,Auxano Solar,Half-Cut,270.0,36.0,0.79,0.06,0.11,1.6,0.94,1.5,46190.0,76984.0
Auxano Solar_160W_Half-Cut_3910,Auxano Solar,Half-Cut,160.0,48.0,0.81,0.04,0.1,1.54,0.83,1.28,39953.0,66589.0
Auxano Solar_550W_Half-Cut_3911,Auxano Solar,Half-Cut,550.0,36.0,0.78,0.04,0.11,2.02,1.0,2.02,102617.0,171029.0
Auxano Solar_460W_Half-Cut_3919,Auxano Solar,Half-Cut,460.0,36.0,0.79,0.05,0.11,2.01,1.0,2.01,99320.0,165534.0
Auxano Solar_400W_Half-Cut_3939,Auxano Solar,Half-Cut,400.0,12.0,0.8,0.05,0.08,1.77,1.0,1.77,93332.0,155554.0
Auxano Solar_500W_Half-Cut_3991,Auxano Solar,Half-Cut,500.0,36.0,0.81,0.05,0.1,2.01,1.0,2.01,122479.0,204131.0
Auxano Solar_270W_Half-Cut_4020,Auxano Solar,Half-Cut,270.0,24.0,0.8,0.06,0.09,1.68,0.98,1.65,65095.0,108491.0
Auxano Solar_180W_Half-Cut_4100,Auxano Solar,Half-Cut,180.0,48.0,0.82,0.05,0.09,1.58,0.92,1.45,41553.0,69255.0
Auxano Solar_350W_Half-Cut_4138,Auxano Solar,Half-Cut,350.0,12.0,0.82,0.05,0.09,1.66,0.95,1.58,91097.0,151829.0
Auxano Solar_130W_Half-Cut_4269,Auxano Solar,Half-Cut,130.0,24.0,0.82,0.04,0.1,1.23,0.57,0.7,28312.0,47186.0
Auxano Solar_570W_Half-Cut_4278,Auxano Solar,Half-Cut,570.0,36.0,0.8,0.05,0.09,2.0,1.0,2.0,125235.0,208725.0
Auxano Solar_110W_Half-Cut_4296,Auxano Solar,Half-Cut,110.0,12.0,0.82,0.05,0.1,1.24,0.65,0.81,28736.0,47894.0
Auxano Solar_70W_Half-Cut_4327,Auxano Solar,Half-Cut,70.0,36.0,0.78,0.04,0.08,1.18,0.63,0.74,15706.0,26176.0
Auxano Solar_200W_Half-Cut_4367,Auxano Solar,Half-Cut,200.0,12.0,0.79,0.04,0.11,1.54,0.87,1.34,44770.0,74616.0
Auxano Solar_60W_Half-Cut_4411,Auxano Solar,Half-Cut,60.0,12.0,0.8,0.06,0.08,1.1,0.55,0.61,15602.0,26002.0
Auxano Solar_580W_Half-Cut_4509,Auxano Solar,Half-Cut,580.0,12.0,0.78,0.06,0.1,2.04,1.0,2.04,134927.0,224879.0
Auxano Solar_290W_Half-Cut_4526,Auxano Solar,Half-Cut,290.0,48.0,0.81,0.05,0.11,1.64,0.96,1.57,53458.0,89096.0
Auxano Solar_440W_Half-Cut_4543,Auxano Solar,Half-Cut,440.0,12.0,0.79,0.06,0.1,1.94,1.0,1.94,82606.0,137676.0
Auxano Solar_430W_Half-Cut_4558,Auxano Solar,Half-Cut,430.0,12.0,0.81,0.05,0.1,1.73,0.99,1.71,72831.0,121385.0
Auxano Solar_100W_Half-Cut_4577,Auxano Solar,Half-Cut,100.0,48.0,0.82,0.05,0.12,1.18,0.66,0.78,18680.0,31134.0
Auxano Solar_410W_Half-Cut_4597,Auxano Solar,Half-Cut,410.0,48.0,0.79,0.06,0.1,1.84,1.0,1.84,78844.0,131406.0
Auxano Solar_220W_Half-Cut_4652,Auxano Solar,Half-Cut,220.0,36.0,0.81,0.04,0.1,1.58,0.85,1.34,37482.0,62470.0
Auxano Solar_130W_Half-Cut_4653,Auxano Solar,Half-Cut,130.0,48.0,0.82,0.05,0.09,1.15,0.62,0.71,26229.0,43715.0
Auxano Solar_600W_Half-Cut_4707,Auxano Solar,Half-Cut,600.0,12.0,0.78,0.06,0.11,2.0,1.0,2.0,103836.0,173060.0
Auxano Solar_70W_Half-Cut_4712,Auxano Solar,Half-Cut,70.0,24.0,0.82,0.05,0.1,1.04,0.63,0.66,12372.0,20620.0
Auxano Solar_160W_Half-Cut_4717,Auxano Solar,Half-Cut,160.0,36.0,0.78,0.06,0.1,1.57,0.93,1.46,34521.0,57535.0
Auxano Solar_350W_Half-Cut_4724,Auxano Solar,Half-Cut,350.0,48.0,0.79,0.05,0.09,1.66,0.94,1.56,87692.0,146152.0
Auxano Solar_330W_Half-Cut_4731,Auxano Solar,Half-Cut,330.0,24.0,0.8,0.04,0.11,1.61,0.95,1.53,55864.0,93108.0
Auxano Solar_250W_Half-Cut_4771,Auxano Solar,Half-Cut,250.0,12.0,0.8,0.05,0.1,1.58,0.98,1.55,45950.0,76584.0
Auxano Solar_590W_Half-Cut_4773,Auxano Solar,Half-Cut,590.0,12.0,0.81,0.05,0.1,2.02,1.0,2.02,140684.0,234472.0
Auxano Solar_540W_Half-Cut_4775,Auxano Solar,Half-Cut,540.0,48.0,0.81,0.05,0.12,2.04,1.0,2.04,107420.0,179032.0
Auxano Solar_340W_Half-Cut_4853,Auxano Solar,Half-Cut,340.0,36.0,0.79,0.04,0.1,1.6,0.92,1.47,68384.0,113974.0
Auxano Solar_390W_Half-Cut_4875,Auxano Solar,Half-Cut,390.0,36.0,0.81,0.04,0.08,1.79,1.0,1.79,87175.0,145291.0
Auxano Solar_310W_Half-Cut_4942,Auxano Solar,Half-Cut,310.0,24.0,0.82,0.05,0.09,1.66,0.92,1.53,66892.0,111488.0
Auxano Solar_230W_Half-Cut_4948,Auxano Solar,Half-Cut,230.0,48.0,0.8,0.04,0.09,1.58,0.9,1.42,59426.0,99042.0
Auxano Solar_440W_Half-Cut_4949,Auxano Solar,Half-Cut,440.0,12.0,0.79,0.05,0.1,1.78,0.99,1.76,80362.0,133938.0
Auxano Solar_500W_Half-Cut_4967,Auxano Solar,Half-Cut,500.0,24.0,0.81,0.05,0.1,2.02,1.0,2.02,122653.0,204421.0
Auxano Solar_160W_Half-Cut_4975,Auxano Solar,Half-Cut,160.0,12.0,0.79,0.05,0.11,1.56,0.82,1.28,34506.0,57510.0
Auxano Solar_490W_Half-Cut_4979,Auxano Solar,Half-Cut,490.0,48.0,0.78,0.04,0.11,2.01,1.0,2.01,126864.0,211440.0
Auxano Solar_560W_Monocrystalline_35,Auxano Solar,Monocrystalline,560.0,48.0,0.81,0.05,0.09,2.01,1.0,2.01,94882.0,158138.0
Auxano Solar_180W_Monocrystalline_65,Auxano Solar,Monocrystalline,180.0,48.0,0.8,0.04,0.11,1.56,0.98,1.53,46971.0,78285.0
Auxano Solar_290W_Monocrystalline_115,Auxano Solar,Monocrystalline,290.0,48.0,0.8,0.05,0.1,1.62,0.95,1.54,66877.0,111461.0
Auxano Solar_540W_Monocrystalline_231,Auxano Solar,Monocrystalline,540.0,24.0,0.81,0.05,0.09,2.02,1.0,2.02,114530.0,190882.0
Auxano Solar_220W_Monocrystalline_262,Auxano Solar,Monocrystalline,220.0,48.0,0.79,0.04,0.12,1.57,0.83,1.3,47589.0,79315.0
Auxano Solar_240W_Monocrystalline_273,Auxano Solar,Monocrystalline,240.0,12.0,0.8,0.05,0.12,1.57,0.84,1.32,44150.0,73584.0
Auxano Solar_460W_Monocrystalline_343,Auxano Solar,Monocrystalline,460.0,36.0,0.79,0.04,0.1,2.02,1.0,2.02,93355.0,155591.0
Auxano Solar_590W_Monocrystalline_359,Auxano Solar,Monocrystalline,590.0,12.0,0.81,0.06,0.11,2.01,1.0,2.01,111748.0,186246.0
Auxano Solar_380W_Monocrystalline_373,Auxano Solar,Monocrystalline,380.0,36.0,0.78,0.05,0.12,1.89,1.0,1.89,91845.0,153075.0
Auxano Solar_460W_Monocrystalline_393,Auxano Solar,Monocrystalline,460.0,24.0,0.82,0.06,0.12,2.05,1.0,2.05,91166.0,151942.0
Auxano Solar_390W_Monocrystalline_401,Auxano Solar,Monocrystalline,390.0,48.0,0.79,0.06,0.11,1.92,1.0,1.92,94725.0,157875.0
Auxano Solar_280W_Monocrystalline_453,Auxano Solar,Monocrystalline,280.0,36.0,0.81,0.05,0.1,1.62,0.92,1.49,61247.0,102079.0
Auxano Solar_510W_Monocrystalline_454,Auxano Solar,Monocrystalline,510.0,24.0,0.79,0.06,0.11,2.04,1.0,2.04,93646.0,156078.0
Auxano Solar_480W_Monocrystalline_698,Auxano Solar,Monocrystalline,480.0,12.0,0.79,0.04,0.11,2.03,1.0,2.03,111957.0,186595.0
Auxano Solar_310W_Monocrystalline_709,Auxano Solar,Monocrystalline,310.0,24.0,0.8,0.06,0.09,1.63,0.96,1.56,69340.0,115566.0
Auxano Solar_250W_Monocrystalline_735,Auxano Solar,Monocrystalline,250.0,48.0,0.79,0.06,0.1,1.59,0.98,1.56,50703.0,84505.0
Auxano Solar_400W_Monocrystalline_750,Auxano Solar,Monocrystalline,400.0,12.0,0.82,0.05,0.1,1.82,1.0,1.82,94408.0,157348.0
Auxano Solar_300W_Monocrystalline_779,Auxano Solar,Monocrystalline,300.0,48.0,0.81,0.05,0.09,1.65,0.99,1.63,51174.0,85290.0
Auxano Solar_60W_Monocrystalline_919,Auxano Solar,Monocrystalline,60.0,48.0,0.81,0.05,0.11,1.16,0.57,0.66,10271.0,17119.0
Auxano Solar_90W_Monocrystalline_945,Auxano Solar,Monocrystalline,90.0,36.0,0.8,0.05,0.12,1.1,0.61,0.67,16750.0,27916.0
Auxano Solar_270W_Monocrystalline_1000,Auxano Solar,Monocrystalline,270.0,48.0,0.78,0.06,0.11,1.65,0.97,1.6,61990.0,103316.0
Auxano Solar_250W_Monocrystalline_1016,Auxano Solar,Monocrystalline,250.0,36.0,0.79,0.06,0.09,1.54,0.89,1.37,61875.0,103125.0
Auxano Solar_110W_Monocrystalline_1068,Auxano Solar,Monocrystalline,110.0,48.0,0.79,0.05,0.09,1.24,0.67,0.83,19996.0,33326.0
Auxano Solar_440W_Monocrystalline_1129,Auxano Solar,Monocrystalline,440.0,24.0,0.81,0.05,0.1,1.86,1.0,1.86,85218.0,142030.0
Auxano Solar_500W_Monocrystalline_1242,Auxano Solar,Monocrystalline,500.0,24.0,0.79,0.04,0.11,2.02,1.0,2.02,112550.0,187584.0
Auxano Solar_80W_Monocrystalline_1245,Auxano Solar,Monocrystalline,80.0,48.0,0.81,0.06,0.11,1.08,0.68,0.73,13907.0,23179.0
Auxano Solar_80W_Monocrystalline_1263,Auxano Solar,Monocrystalline,80.0,36.0,0.8,0.04,0.09,1.17,0.64,0.75,14806.0,24678.0
Auxano Solar_450W_Monocrystalline_1415,Auxano Solar,Monocrystalline,450.0,48.0,0.78,0.06,0.09,1.73,1.0,1.73,107132.0,178552.0
Auxano Solar_390W_Monocrystalline_1427,Auxano Solar,Monocrystalline,390.0,48.0,0.8,0.05,0.09,1.8,1.0,1.8,76901.0,128169.0
Auxano Solar_110W_Monocrystalline_1449,Auxano Solar,Monocrystalline,110.0,48.0,0.81,0.04,0.08,1.24,0.54,0.67,28297.0,47161.0
Auxano Solar_420W_Monocrystalline_1489,Auxano Solar,Monocrystalline,420.0,24.0,0.79,0.04,0.09,1.93,0.99,1.91,84513.0,140855.0
Auxano Solar_530W_Monocrystalline_1548,Auxano Solar,Monocrystalline,530.0,24.0,0.8,0.05,0.08,2.05,1.0,2.05,121125.0,201875.0
Auxano Solar_430W_Monocrystalline_1568,Auxano Solar,Monocrystalline,430.0,12.0,0.82,0.05,0.09,1.92,1.0,1.92,72764.0,121272.0
Auxano Solar_60W_Monocrystalline_1576,Auxano Solar,Monocrystalline,60.0,36.0,0.8,0.04,0.1,1.24,0.62,0.77,11643.0,19405.0
Auxano Solar_90W_Monocrystalline_1682,Auxano Solar,Monocrystalline,90.0,36.0,0.79,0.05,0.11,1.24,0.53,0.66,20460.0,34100.0
Auxano Solar_90W_Monocrystalline_1702,Auxano Solar,Monocrystalline,90.0,24.0,0.82,0.04,0.1,1.13,0.68,0.77,18052.0,30088.0
Auxano Solar_260W_Monocrystalline_1747,Auxano Solar,Monocrystalline,260.0,48.0,0.82,0.04,0.09,1.64,0.98,1.61,59526.0,99210.0
Auxano Solar_330W_Monocrystalline_1795,Auxano Solar,Monocrystalline,330.0,12.0,0.81,0.05,0.08,1.62,0.98,1.59,65954.0,109922.0
Auxano Solar_400W_Monocrystalline_1870,Auxano Solar,Monocrystalline,400.0,36.0,0.8,0.04,0.1,1.8,1.0,1.8,71593.0,119321.0
Auxano Solar_420W_Monocrystalline_1935,Auxano Solar,Monocrystalline,420.0,48.0,0.79,0.06,0.09,1.93,0.99,1.91,73548.0,122580.0
Auxano Solar_460W_Monocrystalline_1946,Auxano Solar,Monocrystalline,460.0,12.0,0.81,0.04,0.11,2.02,1.0,2.02,103623.0,172705.0
Auxano Solar_330W_Monocrystalline_2012,Auxano Solar,Monocrystalline,330.0,12.0,0.81,0.05,0.1,1.64,0.95,1.56,67900.0,113168.0
Auxano Solar_310W_Monocrystalline_2074,Auxano Solar,Monocrystalline,310.0,48.0,0.81,0.05,0.1,1.67,0.91,1.52,62444.0,104072.0
Auxano Solar_400W_Monocrystalline_2129,Auxano Solar,Monocrystalline,400.0,12.0,0.81,0.06,0.12,1.91,0.99,1.89,91515.0,152525.0
Auxano Solar_530W_Monocrystalline_2142,Auxano Solar,Monocrystalline,530.0,24.0,0.8,0.06,0.11,2.02,1.0,2.02,126013.0,210021.0
Auxano Solar_400W_Monocrystalline_2186,Auxano Solar,Monocrystalline,400.0,48.0,0.82,0.05,0.11,1.84,1.0,1.84,69427.0,115711.0
Auxano Solar_100W_Monocrystalline_2197,Auxano Solar,Monocrystalline,100.0,36.0,0.8,0.04,0.11,1.1,0.67,0.74,19178.0,31962.0
Auxano Solar_370W_Monocrystalline_2201,Auxano Solar,Monocrystalline,370.0,24.0,0.82,0.06,0.11,1.85,0.99,1.83,92565.0,154275.0
Auxano Solar_50W_Monocrystalline_2301,Auxano Solar,Monocrystalline,50.0,24.0,0.81,0.05,0.12,1.29,0.58,0.75,8449.0,14081.0
Auxano Solar_180W_Monocrystalline_2350,Auxano Solar,Monocrystalline,180.0,12.0,0.81,0.05,0.11,1.53,0.89,1.36,38340.0,63900.0
Auxano Solar_520W_Monocrystalline_2365,Auxano Solar,Monocrystalline,520.0,24.0,0.81,0.06,0.11,2.03,1.0,2.03,136150.0,226916.0
Auxano Solar_180W_Monocrystalline_2366,Auxano Solar,Monocrystalline,180.0,24.0,0.82,0.04,0.09,1.51,0.88,1.33,47171.0,78619.0
Auxano Solar_70W_Monocrystalline_2381,Auxano Solar,Monocrystalline,70.0,12.0,0.81,0.04,0.11,1.24,0.67,0.83,13506.0,22510.0
Auxano Solar_400W_Monocrystalline_2392,Auxano Solar,Monocrystalline,400.0,36.0,0.81,0.04,0.08,1.92,0.99,1.9,75192.0,125320.0
Auxano Solar_440W_Monocrystalline_2498,Auxano Solar,Monocrystalline,440.0,24.0,0.81,0.04,0.11,1.8,0.99,1.78,86556.0,144260.0
Auxano Solar_100W_Monocrystalline_2506,Auxano Solar,Monocrystalline,100.0,12.0,0.8,0.05,0.11,1.13,0.64,0.72,23140.0,38566.0
Auxano Solar_240W_Monocrystalline_2508,Auxano Solar,Monocrystalline,240.0,12.0,0.8,0.05,0.11,1.53,0.87,1.33,41382.0,68970.0
Auxano Solar_570W_Monocrystalline_2548,Auxano Solar,Monocrystalline,570.0,24.0,0.81,0.04,0.08,2.0,1.0,2.0,130005.0,216675.0
Auxano Solar_360W_Monocrystalline_2591,Auxano Solar,Monocrystalline,360.0,48.0,0.79,0.05,0.11,1.85,1.0,1.85,67247.0,112079.0
Auxano Solar_500W_Monocrystalline_2696,Auxano Solar,Monocrystalline,500.0,48.0,0.8,0.04,0.09,2.05,1.0,2.05,89488.0,149148.0
Auxano Solar_290W_Monocrystalline_2731,Auxano Solar,Monocrystalline,290.0,36.0,0.81,0.05,0.09,1.61,0.95,1.53,60869.0,101449.0
Auxano Solar_490W_Monocrystalline_2819,Auxano Solar,Monocrystalline,490.0,36.0,0.81,0.06,0.1,2.02,1.0,2.02,127943.0,213239.0
Auxano Solar_360W_Monocrystalline_2826,Auxano Solar,Monocrystalline,360.0,48.0,0.81,0.06,0.1,1.71,1.0,1.71,74168.0,123614.0
Auxano Solar_190W_Monocrystalline_2830,Auxano Solar,Monocrystalline,190.0,12.0,0.8,0.05,0.09,1.51,0.93,1.4,38880.0,64800.0
Auxano Solar_330W_Monocrystalline_2916,Auxano Solar,Monocrystalline,330.0,12.0,0.8,0.05,0.1,1.61,0.94,1.51,63882.0,106470.0
Auxano Solar_560W_Monocrystalline_2939,Auxano Solar,Monocrystalline,560.0,24.0,0.79,0.04,0.12,2.02,1.0,2.02,130084.0,216808.0
Auxano Solar_350W_Monocrystalline_2964,Auxano Solar,Monocrystalline,350.0,24.0,0.8,0.05,0.1,1.65,1.0,1.65,89560.0,149268.0
Auxano Solar_180W_Monocrystalline_3042,Auxano Solar,Monocrystalline,180.0,36.0,0.8,0.06,0.11,1.59,0.88,1.4,46843.0,78071.0
Auxano Solar_190W_Monocrystalline_3062,Auxano Solar,Monocrystalline,190.0,48.0,0.79,0.04,0.1,1.56,0.99,1.54,33980.0,56632.0
Auxano Solar_450W_Monocrystalline_3147,Auxano Solar,Monocrystalline,450.0,24.0,0.78,0.05,0.09,1.82,0.99,1.8,104158.0,173596.0
Auxano Solar_430W_Monocrystalline_3157,Auxano Solar,Monocrystalline,430.0,24.0,0.81,0.05,0.09,1.82,1.0,1.82,111014.0,185024.0
Auxano Solar_340W_Monocrystalline_3217,Auxano Solar,Monocrystalline,340.0,12.0,0.82,0.04,0.09,1.65,0.9,1.48,83341.0,138901.0
Auxano Solar_310W_Monocrystalline_3277,Auxano Solar,Monocrystalline,310.0,24.0,0.8,0.05,0.12,1.64,0.98,1.61,71266.0,118776.0
Auxano Solar_360W_Monocrystalline_3313,Auxano Solar,Monocrystalline,360.0,24.0,0.82,0.05,0.08,1.74,1.0,1.74,93890.0,156482.0
Auxano Solar_390W_Monocrystalline_3421,Auxano Solar,Monocrystalline,390.0,36.0,0.79,0.06,0.08,1.93,0.99,1.91,66101.0,110169.0
Auxano Solar_590W_Monocrystalline_3443,Auxano Solar,Monocrystalline,590.0,36.0,0.81,0.05,0.09,2.03,1.0,2.03,139442.0,232402.0
Auxano Solar_500W_Monocrystalline_3495,Auxano Solar,Monocrystalline,500.0,24.0,0.78,0.05,0.08,2.03,1.0,2.03,106076.0,176792.0
Auxano Solar_390W_Monocrystalline_3497,Auxano Solar,Monocrystalline,390.0,12.0,0.81,0.04,0.09,1.75,1.0,1.75,74665.0,124441.0
Auxano Solar_230W_Monocrystalline_3501,Auxano Solar,Monocrystalline,230.0,12.0,0.81,0.05,0.09,1.54,0.99,1.52,41908.0,69848.0
Auxano Solar_510W_Monocrystalline_3528,Auxano Solar,Monocrystalline,510.0,48.0,0.81,0.04,0.08,2.01,1.0,2.01,132581.0,220969.0
Auxano Solar_510W_Monocrystalline_3542,Auxano Solar,Monocrystalline,510.0,48.0,0.8,0.04,0.09,2.04,1.0,2.04,105674.0,176122.0
Auxano Solar_270W_Monocrystalline_3704,Auxano Solar,Monocrystalline,270.0,48.0,0.8,0.05,0.11,1.63,0.97,1.58,65103.0,108505.0
Auxano Solar_540W_Monocrystalline_3705,Auxano Solar,Monocrystalline,540.0,24.0,0.8,0.06,0.09,2.04,1.0,2.04,127175.0,211959.0
Auxano Solar_580W_Monocrystalline_3727,Auxano Solar,Monocrystalline,580.0,24.0,0.8,0.04,0.09,2.02,1.0,2.02,139388.0,232312.0
Auxano Solar_270W_Monocrystalline_3745,Auxano Solar,Monocrystalline,270.0,12.0,0.78,0.06,0.11,1.67,0.92,1.54,48426.0,80710.0
Auxano Solar_400W_Monocrystalline_3803,Auxano Solar,Monocrystalline,400.0,36.0,0.82,0.05,0.11,1.77,1.0,1.77,81181.0,135301.0
Auxano Solar_170W_Monocrystalline_3832,Auxano Solar,Monocrystalline,170.0,12.0,0.81,0.05,0.11,1.55,0.97,1.5,39461.0,65769.0
Auxano Solar_230W_Monocrystalline_3843,Auxano Solar,Monocrystalline,230.0,36.0,0.8,0.05,0.09,1.56,0.85,1.33,56075.0,93459.0
Auxano Solar_560W_Monocrystalline_3902,Auxano Solar,Monocrystalline,560.0,36.0,0.78,0.04,0.11,2.04,1.0,2.04,113158.0,188598.0
Auxano Solar_80W_Monocrystalline_3918,Auxano Solar,Monocrystalline,80.0,12.0,0.79,0.04,0.08,1.24,0.57,0.71,20864.0,34772.0
Auxano Solar_420W_Monocrystalline_3988,Auxano Solar,Monocrystalline,420.0,48.0,0.8,0.05,0.12,1.82,0.99,1.8,90364.0,150606.0
Auxano Solar_480W_Monocrystalline_4022,Auxano Solar,Monocrystalline,480.0,12.0,0.8,0.05,0.11,2.04,1.0,2.04,117626.0,196044.0
Auxano Solar_450W_Monocrystalline_4071,Auxano Solar,Monocrystalline,450.0,48.0,0.82,0.06,0.08,1.95,1.0,1.95,90275.0,150459.0
Auxano Solar_180W_Monocrystalline_4096,Auxano Solar,Monocrystalline,180.0,48.0,0.8,0.05,0.11,1.58,0.85,1.34,39414.0,65690.0
Auxano Solar_370W_Monocrystalline_4120,Auxano Solar,Monocrystalline,370.0,12.0,0.79,0.04,0.1,1.87,0.99,1.85,74176.0,123626.0
Auxano Solar_560W_Monocrystalline_4133,Auxano Solar,Monocrystalline,560.0,24.0,0.79,0.05,0.1,2.03,1.0,2.03,141334.0,235556.0
Auxano Solar_590W_Monocrystalline_4135,Auxano Solar,Monocrystalline,590.0,24.0,0.8,0.05,0.08,2.02,1.0,2.02,108479.0,180799.0
Auxano Solar_280W_Monocrystalline_4177,Auxano Solar,Monocrystalline,280.0,48.0,0.8,0.05,0.1,1.64,0.96,1.57,66176.0,110292.0
Auxano Solar_150W_Monocrystalline_4189,Auxano Solar,Monocrystalline,150.0,12.0,0.78,0.04,0.1,1.17,0.55,0.64,39350.0,65584.0
Auxano Solar_300W_Monocrystalline_4284,Auxano Solar,Monocrystalline,300.0,48.0,0.81,0.04,0.1,1.61,0.97,1.56,54566.0,90944.0
Auxano Solar_220W_Monocrystalline_4300,Auxano Solar,Monocrystalline,220.0,24.0,0.81,0.05,0.1,1.54,0.88,1.36,37673.0,62789.0
Auxano Solar_330W_Monocrystalline_4316,Auxano Solar,Monocrystalline,330.0,12.0,0.8,0.05,0.11,1.61,0.94,1.51,83591.0,139319.0
Auxano Solar_80W_Monocrystalline_4323,Auxano Solar,Monocrystalline,80.0,12.0,0.81,0.05,0.1,1.02,0.54,0.55,19636.0,32728.0
Auxano Solar_180W_Monocrystalline_4336,Auxano Solar,Monocrystalline,180.0,48.0,0.81,0.04,0.09,1.5,0.87,1.3,41258.0,68764.0
Auxano Solar_160W_Monocrystalline_4416,Auxano Solar,Monocrystalline,160.0,36.0,0.78,0.05,0.11,1.55,0.83,1.29,29465.0,49109.0
Auxano Solar_520W_Monocrystalline_4425,Auxano Solar,Monocrystalline,520.0,48.0,0.81,0.05,0.11,2.0,1.0,2.0,109027.0,181711.0
Auxano Solar_100W_Monocrystalline_4445,Auxano Solar,Monocrystalline,100.0,36.0,0.8,0.06,0.11,1.14,0.54,0.62,23872.0,39788.0
Auxano Solar_490W_Monocrystalline_4512,Auxano Solar,Monocrystalline,490.0,36.0,0.79,0.05,0.08,2.03,1.0,2.03,92790.0,154650.0
Auxano Solar_60W_Monocrystalline_4516,Auxano Solar,Monocrystalline,60.0,36.0,0.81,0.06,0.09,1.13,0.55,0.62,12662.0,21104.0
Auxano Solar_590W_Monocrystalline_4596,Auxano Solar,Monocrystalline,590.0,48.0,0.79,0.05,0.12,2.02,1.0,2.02,124143.0,206905.0
Auxano Solar_130W_Monocrystalline_4627,Auxano Solar,Monocrystalline,130.0,12.0,0.82,0.05,0.12,1.2,0.61,0.73,33176.0,55292.0
Auxano Solar_470W_Monocrystalline_4656,Auxano Solar,Monocrystalline,470.0,12.0,0.81,0.04,0.09,2.01,1.0,2.01,96428.0,160714.0
Auxano Solar_540W_Monocrystalline_4666,Auxano Solar,Monocrystalline,540.0,24.0,0.79,0.05,0.11,2.04,1.0,2.04,94219.0,157031.0
Auxano Solar_400W_Monocrystalline_4728,Auxano Solar,Monocrystalline,400.0,12.0,0.8,0.05,0.1,1.89,0.99,1.87,98708.0,164512.0
Auxano Solar_540W_Monocrystalline_4745,Auxano Solar,Monocrystalline,540.0,24.0,0.81,0.05,0.12,2.04,1.0,2.04,100942.0,168236.0
