controller_id,brand,type,max_voltage_V,max_current_A,derating_factor,price_min,price_max
Anern_PWM_24V_45A_821,Anern,PWM,24.0,45.0,0.93,82088.0,136812.0
Anern_PWM_60V_60A_822,Anern,PWM,60.0,60.0,0.95,108987.0,181645.0
Anern_PWM_36V_15A_843,Anern,PWM,36.0,15.0,0.95,92000.0,153334.0
Anern_PWM_24V_35A_852,Anern,PWM,24.0,35.0,0.92,89739.0,149565.0
Anern_PWM_36V_65A_856,Anern,PWM,36.0,65.0,0.92,103017.0,171695.0
Anern_PWM_24V_50A_860,Anern,PWM,24.0,50.0,0.94,66026.0,110044.0
Anern_PWM_36V_80A_869,Anern,PWM,36.0,80.0,0.95,94886.0,158142.0
Anern_PWM_12V_80A_889,Anern,PWM,12.0,80.0,0.94,73453.0,122421.0
Anern_PWM_12V_70A_896,Anern,PWM,12.0,70.0,0.92,111884.0,186472.0
Anern_PWM_48V_30A_897,Anern,PWM,48.0,30.0,0.92,89792.0,149654.0
Anern_PWM_12V_45A_921,Anern,PWM,12.0,45.0,0.92,85423.0,142371.0
Anern_PWM_60V_30A_946,Anern,PWM,60.0,30.0,0.92,98534.0,164224.0
Anern_PWM_24V_100A_985,Anern,PWM,24.0,100.0,0.91,61954.0,103258.0
Anern_PWM_48V_30A_990,Anern,PWM,48.0,30.0,0.92,82747.0,137911.0
Anern_PWM_24V_70A_1022,Anern,PWM,24.0,70.0,0.92,93724.0,156206.0
Anern_PWM_24V_50A_1047,Anern,PWM,24.0,50.0,0.94,83855.0,139759.0
Anern_PWM_12V_10A_1053,Anern,PWM,12.0,10.0,0.94,88147.0,146911.0
Anern_PWM_24V_20A_1075,Anern,PWM,24.0,20.0,0.94,111106.0,185178.0
Anern_PWM_48V_40A_1127,Anern,PWM,48.0,40.0,0.94,68816.0,114692.0
Anern_PWM_60V_45A_1136,Anern,PWM,60.0,45.0,0.94,90257.0,150429.0
Anern_PWM_12V_25A_1155,Anern,PWM,12.0,25.0,0.93,70898.0,118164.0
Anern_PWM_48V_25A_1158,Anern,PWM,48.0,25.0,0.95,76030.0,126716.0
Anern_PWM_60V_50A_1165,Anern,PWM,60.0,50.0,0.93,87952.0,146586.0
Anern_PWM_48V_75A_1186,Anern,PWM,48.0,75.0,0.91,73612.0,122686.0
Anern_PWM_60V_90A_1196,Anern,PWM,60.0,90.0,0.92,109907.0,183179.0
Anern_PWM_36V_35A_1216,Anern,PWM,36.0,35.0,0.94,98614.0,164356.0
Anern_PWM_60V_95A_1218,Anern,PWM,60.0,95.0,0.94,68619.0,114365.0
Anern_PWM_60V_95A_1229,Anern,PWM,60.0,95.0,0.94,102865.0,171441.0
Anern_PWM_24V_90A_1257,Anern,PWM,24.0,90.0,0.92,109660.0,182768.0
Anern_PWM_60V_35A_1273,Anern,PWM,60.0,35.0,0.94,78724.0,131206.0
Anern_PWM_36V_45A_1275,Anern,PWM,36.0,45.0,0.95,93442.0,155736.0
Anern_PWM_48V_60A_1280,Anern,PWM,48.0,60.0,0.94,80544.0,134240.0
Anern_PWM_24V_45A_1293,Anern,PWM,24.0,45.0,0.92,110420.0,184034.0
Anern_PWM_48V_75A_1315,Anern,PWM,48.0,75.0,0.91,107372.0,178952.0
Anern_PWM_36V_10A_1318,Anern,PWM,36.0,10.0,0.95,81800.0,136334.0
Anern_PWM_12V_15A_1330,Anern,PWM,12.0,15.0,0.93,83189.0,138649.0
Anern_PWM_60V_100A_1363,Anern,PWM,60.0,100.0,0.95,72176.0,120292.0
Anern_PWM_36V_45A_1369,Anern,PWM,36.0,45.0,0.95,109963.0,183271.0
Anern_PWM_36V_25A_1431,Anern,PWM,36.0,25.0,0.95,108128.0,180212.0
Anern_PWM_24V_80A_1437,Anern,PWM,24.0,80.0,0.93,65788.0,109648.0
Anern_PWM_24V_25A_1446,Anern,PWM,24.0,25.0,0.93,88161.0,146935.0
Anern_PWM_24V_15A_1480,Anern,PWM,24.0,15.0,0.93,82533.0,137555.0
Anern_PWM_48V_95A_1484,Anern,PWM,48.0,95.0,0.94,62742.0,104570.0
Anern_PWM_60V_20A_1499,Anern,PWM,60.0,20.0,0.94,73430.0,122384.0
Anern_PWM_12V_65A_1530,Anern,PWM,12.0,65.0,0.94,66794.0,111322.0
Anern_PWM_24V_35A_1531,Anern,PWM,24.0,35.0,0.91,93939.0,156565.0
Anern_PWM_12V_10A_1586,Anern,PWM,12.0,10.0,0.93,84548.0,140914.0
Anern_PWM_12V_40A_1589,Anern,PWM,12.0,40.0,0.92,102388.0,170648.0
Anern_PWM_48V_70A_1591,Anern,PWM,48.0,70.0,0.93,101564.0,169274.0
Anern_PWM_48V_25A_1592,Anern,PWM,48.0,25.0,0.92,102871.0,171451.0
Anern_PWM_36V_70A_1594,Anern,PWM,36.0,70.0,0.92,109077.0,181795.0
Anern_PWM_36V_65A_1598,Anern,PWM,36.0,65.0,0.93,83453.0,139089.0
Anern_PWM_36V_25A_1613,Anern,PWM,36.0,25.0,0.93,100518.0,167530.0
Anern_PWM_24V_55A_1634,Anern,PWM,24.0,55.0,0.94,110252.0,183752.0
Anern_PWM_36V_60A_1679,Anern,PWM,36.0,60.0,0.93,69206.0,115342.0
Anern_PWM_24V_40A_1681,Anern,PWM,24.0,40.0,0.92,74490.0,124150.0
Anern_PWM_36V_95A_1742,Anern,PWM,36.0,95.0,0.94,69763.0,116271.0
Anern_PWM_36V_100A_1745,Anern,PWM,36.0,100.0,0.91,83951.0,139919.0
Anern_PWM_12V_20A_1754,Anern,PWM,12.0,20.0,0.92,70048.0,116746.0
Anern_PWM_24V_60A_1787,Anern,PWM,24.0,60.0,0.95,67060.0,111766.0
Anern_PWM_60V_70A_1875,Anern,PWM,60.0,70.0,0.94,60884.0,101474.0
Anern_PWM_12V_15A_1878,Anern,PWM,12.0,15.0,0.93,85110.0,141850.0
Anern_PWM_60V_65A_1880,Anern,PWM,60.0,65.0,0.95,91256.0,152092.0
Anern_PWM_60V_95A_1882,Anern,PWM,60.0,95.0,0.93,73031.0,121719.0
Anern_PWM_48V_90A_1919,Anern,PWM,48.0,90.0,0.92,90349.0,150581.0
Anern_PWM_48V_10A_1920,Anern,PWM,48.0,10.0,0.92,75721.0,126201.0
Anern_PWM_48V_60A_1969,Anern,PWM,48.0,60.0,0.93,66713.0,111189.0
Anern_PWM_60V_45A_1974,Anern,PWM,60.0,45.0,0.91,94843.0,158071.0
Anern_PWM_48V_30A_1979,Anern,PWM,48.0,30.0,0.93,109300.0,182166.0
Anern_PWM_48V_65A_2005,Anern,PWM,48.0,65.0,0.92,87520.0,145868.0
Anern_PWM_48V_20A_2011,Anern,PWM,48.0,20.0,0.92,109892.0,183154.0
Anern_PWM_36V_50A_2048,Anern,PWM,36.0,50.0,0.92,82419.0,137365.0
Anern_PWM_36V_35A_2060,Anern,PWM,36.0,35.0,0.94,68231.0,113719.0
Anern_PWM_36V_80A_2075,Anern,PWM,36.0,80.0,0.94,78308.0,130514.0
Anern_PWM_60V_95A_2091,Anern,PWM,60.0,95.0,0.95,72532.0,120888.0
Anern_PWM_36V_95A_2124,Anern,PWM,36.0,95.0,0.93,68528.0,114214.0
Anern_PWM_24V_15A_2140,Anern,PWM,24.0,15.0,0.91,62777.0,104629.0
Anern_PWM_24V_10A_2167,Anern,PWM,24.0,10.0,0.95,91439.0,152399.0
Anern_PWM_24V_95A_2197,Anern,PWM,24.0,95.0,0.91,81926.0,136542.0
Anern_PWM_24V_80A_2198,Anern,PWM,24.0,80.0,0.92,111092.0,185152.0
Anern_PWM_48V_45A_2210,Anern,PWM,48.0,45.0,0.94,95164.0,158608.0
Anern_PWM_12V_10A_2227,Anern,PWM,12.0,10.0,0.91,88468.0,147448.0
Anern_PWM_48V_80A_2230,Anern,PWM,48.0,80.0,0.92,98727.0,164545.0
Anern_PWM_12V_25A_2233,Anern,PWM,12.0,25.0,0.91,112018.0,186696.0
Anern_PWM_36V_40A_2241,Anern,PWM,36.0,40.0,0.93,110303.0,183839.0
Anern_PWM_60V_55A_2305,Anern,PWM,60.0,55.0,0.94,71108.0,118512.0
Anern_PWM_24V_75A_2306,Anern,PWM,24.0,75.0,0.95,76242.0,127070.0
Anern_PWM_12V_60A_2332,Anern,PWM,12.0,60.0,0.94,94004.0,156674.0
Anern_PWM_60V_100A_2334,Anern,PWM,60.0,100.0,0.93,69980.0,116632.0
Anern_PWM_36V_80A_2341,Anern,PWM,36.0,80.0,0.94,93443.0,155739.0
Anern_PWM_12V_40A_2354,Anern,PWM,12.0,40.0,0.95,108094.0,180156.0
Anern_PWM_60V_100A_2397,Anern,PWM,60.0,100.0,0.92,67876.0,113126.0
Anern_PWM_48V_80A_2468,Anern,PWM,48.0,80.0,0.94,79589.0,132649.0
Anern_PWM_12V_50A_2484,Anern,PWM,12.0,50.0,0.93,77202.0,128670.0
Anern_PWM_24V_80A_2486,Anern,PWM,24.0,80.0,0.93,71506.0,119176.0
Anern_PWM_48V_85A_2487,Anern,PWM,48.0,85.0,0.91,62902.0,104838.0
Anern_PWM_12V_25A_2520,Anern,PWM,12.0,25.0,0.94,109258.0,182098.0
Anern_PWM_24V_50A_2537,Anern,PWM,24.0,50.0,0.92,82740.0,137900.0
Anern_PWM_24V_65A_2538,Anern,PWM,24.0,65.0,0.91,108779.0,181299.0
Anern_PWM_48V_80A_2562,Anern,PWM,48.0,80.0,0.95,90662.0,151104.0
Anern_PWM_24V_85A_2566,Anern,PWM,24.0,85.0,0.94,99454.0,165758.0
Anern_PWM_48V_40A_2595,Anern,PWM,48.0,40.0,0.93,72648.0,121080.0
Anern_PWM_24V_60A_2601,Anern,PWM,24.0,60.0,0.95,68877.0,114795.0
Anern_PWM_24V_95A_2645,Anern,PWM,24.0,95.0,0.93,98274.0,163790.0
Anern_PWM_36V_95A_2662,Anern,PWM,36.0,95.0,0.91,108370.0,180618.0
Anern_PWM_24V_10A_2676,Anern,PWM,24.0,10.0,0.91,69522.0,115870.0
Anern_PWM_48V_50A_2694,Anern,PWM,48.0,50.0,0.94,102023.0,170039.0
Anern_PWM_60V_10A_2712,Anern,PWM,60.0,10.0,0.93,60160.0,100266.0
Anern_PWM_36V_25A_2725,Anern,PWM,36.0,25.0,0.92,93350.0,155584.0
Anern_PWM_24V_85A_2766,Anern,PWM,24.0,85.0,0.94,89581.0,149301.0
Anern_PWM_12V_85A_2802,Anern,PWM,12.0,85.0,0.94,74416.0,124028.0
Anern_PWM_12V_95A_2841,Anern,PWM,12.0,95.0,0.92,89732.0,149554.0
Anern_PWM_24V_25A_2896,Anern,PWM,24.0,25.0,0.92,102387.0,170645.0
Anern_PWM_36V_20A_2918,Anern,PWM,36.0,20.0,0.93,75395.0,125659.0
Anern_PWM_12V_90A_2920,Anern,PWM,12.0,90.0,0.91,64761.0,107935.0
Anern_PWM_48V_25A_2927,Anern,PWM,48.0,25.0,0.93,106622.0,177704.0
Anern_PWM_36V_25A_2974,Anern,PWM,36.0,25.0,0.93,82460.0,137432.0
Anern_PWM_36V_75A_3012,Anern,PWM,36.0,75.0,0.94,101864.0,169772.0
Anern_PWM_36V_65A_3050,Anern,PWM,36.0,65.0,0.92,65854.0,109756.0
Anern_PWM_36V_40A_3061,Anern,PWM,36.0,40.0,0.94,62336.0,103894.0
Anern_PWM_36V_10A_3063,Anern,PWM,36.0,10.0,0.94,101942.0,169902.0
Anern_PWM_12V_90A_3069,Anern,PWM,12.0,90.0,0.94,103326.0,172210.0
Anern_PWM_60V_65A_3083,Anern,PWM,60.0,65.0,0.94,108341.0,180569.0
Anern_PWM_36V_60A_3094,Anern,PWM,36.0,60.0,0.94,91878.0,153130.0
Anern_PWM_36V_10A_3102,Anern,PWM,36.0,10.0,0.92,63326.0,105542.0
Anern_PWM_48V_10A_3137,Anern,PWM,48.0,10.0,0.95,87826.0,146376.0
Anern_PWM_60V_45A_3140,Anern,PWM,60.0,45.0,0.93,69173.0,115289.0
Anern_PWM_60V_95A_3173,Anern,PWM,60.0,95.0,0.94,67100.0,111832.0
Anern_PWM_24V_55A_3178,Anern,PWM,24.0,55.0,0.95,70236.0,117060.0
Anern_PWM_60V_60A_3222,Anern,PWM,60.0,60.0,0.92,95276.0,158794.0
Anern_PWM_48V_20A_3234,Anern,PWM,48.0,20.0,0.93,82374.0,137290.0
Anern_PWM_12V_35A_3263,Anern,PWM,12.0,35.0,0.93,79798.0,132998.0
Anern_PWM_48V_80A_3273,Anern,PWM,48.0,80.0,0.94,92076.0,153460.0
Anern_PWM_60V_45A_3274,Anern,PWM,60.0,45.0,0.94,68710.0,114516.0
Anern_PWM_36V_100A_3306,Anern,PWM,36.0,100.0,0.94,62551.0,104251.0
Anern_PWM_60V_45A_3333,Anern,PWM,60.0,45.0,0.91,109096.0,181828.0
Anern_PWM_60V_80A_3335,Anern,PWM,60.0,80.0,0.93,91924.0,153206.0
Anern_PWM_24V_85A_3360,Anern,PWM,24.0,85.0,0.93,82777.0,137961.0
Anern_PWM_36V_70A_3382,Anern,PWM,36.0,70.0,0.95,96987.0,161645.0
Anern_PWM_24V_15A_3388,Anern,PWM,24.0,15.0,0.93,99780.0,166300.0
Anern_PWM_24V_45A_3400,Anern,PWM,24.0,45.0,0.94,80061.0,133435.0
Anern_PWM_12V_70A_3404,Anern,PWM,12.0,70.0,0.92,108383.0,180639.0
Anern_PWM_60V_45A_3508,Anern,PWM,60.0,45.0,0.92,66576.0,110960.0
Anern_PWM_12V_30A_3529,Anern,PWM,12.0,30.0,0.95,70186.0,116976.0
Anern_PWM_36V_30A_3541,Anern,PWM,36.0,30.0,0.95,61556.0,102592.0
Anern_PWM_24V_95A_3542,Anern,PWM,24.0,95.0,0.94,71328.0,118880.0
Anern_PWM_48V_10A_3550,Anern,PWM,48.0,10.0,0.92,74090.0,123482.0
Anern_PWM_60V_10A_3572,Anern,PWM,60.0,10.0,0.94,91462.0,152436.0
Anern_PWM_36V_75A_3583,Anern,PWM,36.0,75.0,0.91,97044.0,161740.0
Anern_PWM_24V_30A_3593,Anern,PWM,24.0,30.0,0.92,62634.0,104390.0
Anern_PWM_24V_30A_3688,Anern,PWM,24.0,30.0,0.94,92977.0,154961.0
Anern_PWM_12V_90A_3707,Anern,PWM,12.0,90.0,0.93,77995.0,129991.0
Anern_PWM_12V_70A_3708,Anern,PWM,12.0,70.0,0.93,94473.0,157455.0
Anern_PWM_60V_20A_3709,Anern,PWM,60.0,20.0,0.92,91802.0,153002.0
Anern_PWM_12V_60A_3718,Anern,PWM,12.0,60.0,0.93,109496.0,182494.0
Anern_PWM_60V_65A_3723,Anern,PWM,60.0,65.0,0.95,104230.0,173716.0
Anern_PWM_60V_70A_3833,Anern,PWM,60.0,70.0,0.94,60674.0,101124.0
Anern_PWM_48V_45A_3866,Anern,PWM,48.0,45.0,0.93,107257.0,178761.0
Anern_PWM_36V_20A_3882,Anern,PWM,36.0,20.0,0.95,68889.0,114815.0
Anern_PWM_12V_60A_3890,Anern,PWM,12.0,60.0,0.92,97735.0,162891.0
Anern_PWM_48V_65A_3893,Anern,PWM,48.0,65.0,0.94,74826.0,124710.0
Anern_PWM_36V_15A_3907,Anern,PWM,36.0,15.0,0.92,98788.0,164646.0
Anern_PWM_36V_65A_3925,Anern,PWM,36.0,65.0,0.93,104484.0,174140.0
Anern_PWM_36V_30A_3935,Anern,PWM,36.0,30.0,0.92,63034.0,105058.0
Anern_PWM_60V_100A_3946,Anern,PWM,60.0,100.0,0.92,67106.0,111842.0
Anern_PWM_48V_40A_4011,Anern,PWM,48.0,40.0,0.92,85874.0,143122.0
Anern_PWM_12V_30A_4018,Anern,PWM,12.0,30.0,0.92,106126.0,176876.0
Anern_PWM_36V_50A_4064,Anern,PWM,36.0,50.0,0.94,96194.0,160322.0
Anern_PWM_24V_65A_4086,Anern,PWM,24.0,65.0,0.92,68494.0,114158.0
Anern_PWM_36V_70A_4101,Anern,PWM,36.0,70.0,0.95,104668.0,174448.0
Anern_PWM_36V_30A_4165,Anern,PWM,36.0,30.0,0.94,73698.0,122830.0
Anern_PWM_48V_20A_4208,Anern,PWM,48.0,20.0,0.93,62038.0,103396.0
Anern_PWM_12V_45A_4209,Anern,PWM,12.0,45.0,0.92,69892.0,116488.0
Anern_PWM_36V_25A_4253,Anern,PWM,36.0,25.0,0.91,99745.0,166241.0
Anern_PWM_24V_55A_4264,Anern,PWM,24.0,55.0,0.94,70771.0,117951.0
Anern_PWM_12V_50A_4323,Anern,PWM,12.0,50.0,0.92,95000.0,158334.0
Anern_PWM_48V_90A_4338,Anern,PWM,48.0,90.0,0.94,107767.0,179611.0
Anern_PWM_48V_50A_4386,Anern,PWM,48.0,50.0,0.92,83812.0,139686.0
Anern_PWM_24V_70A_4387,Anern,PWM,24.0,70.0,0.95,108987.0,181645.0
Anern_PWM_24V_60A_4399,Anern,PWM,24.0,60.0,0.93,79052.0,131754.0
Anern_PWM_48V_15A_4419,Anern,PWM,48.0,15.0,0.94,83409.0,139015.0
Anern_PWM_60V_45A_4442,Anern,PWM,60.0,45.0,0.93,88670.0,147782.0
Anern_PWM_12V_65A_4456,Anern,PWM,12.0,65.0,0.92,85654.0,142756.0
Anern_PWM_48V_85A_4467,Anern,PWM,48.0,85.0,0.92,88459.0,147431.0
Anern_PWM_36V_80A_4480,Anern,PWM,36.0,80.0,0.94,71942.0,119902.0
Anern_PWM_36V_55A_4500,Anern,PWM,36.0,55.0,0.93,90120.0,150200.0
Anern_PWM_12V_45A_4501,Anern,PWM,12.0,45.0,0.92,111435.0,185725.0
Anern_PWM_36V_80A_4503,Anern,PWM,36.0,80.0,0.91,80400.0,134000.0
Anern_PWM_48V_45A_4548,Anern,PWM,48.0,45.0,0.95,109858.0,183098.0
Anern_PWM_60V_100A_4562,Anern,PWM,60.0,100.0,0.94,98114.0,163524.0
Anern_PWM_12V_30A_4588,Anern,PWM,12.0,30.0,0.95,85624.0,142708.0
Anern_PWM_60V_65A_4612,Anern,PWM,60.0,65.0,0.92,80720.0,134534.0
Anern_PWM_60V_15A_4628,Anern,PWM,60.0,15.0,0.94,80456.0,134094.0
Anern_PWM_24V_50A_4666,Anern,PWM,24.0,50.0,0.93,76723.0,127871.0
Anern_PWM_12V_80A_4675,Anern,PWM,12.0,80.0,0.95,72349.0,120581.0
Anern_PWM_36V_40A_4734,Anern,PWM,36.0,40.0,0.92,82096.0,136828.0
Anern_PWM_24V_85A_4767,Anern,PWM,24.0,85.0,0.93,94363.0,157271.0
Anern_PWM_60V_25A_4778,Anern,PWM,60.0,25.0,0.93,111104.0,185174.0
Anern_PWM_12V_85A_4845,Anern,PWM,12.0,85.0,0.93,108262.0,180438.0
Anern_PWM_24V_50A_4879,Anern,PWM,24.0,50.0,0.93,109427.0,182379.0
Anern_PWM_60V_35A_4889,Anern,PWM,60.0,35.0,0.93,74914.0,124858.0
Anern_PWM_60V_40A_4893,Anern,PWM,60.0,40.0,0.91,108827.0,181379.0
Anern_PWM_36V_50A_4901,Anern,PWM,36.0,50.0,0.91,77126.0,128542.0
Anern_PWM_12V_75A_4908,Anern,PWM,12.0,75.0,0.93,71982.0,119970.0
Anern_PWM_24V_65A_4920,Anern,PWM,24.0,65.0,0.93,78805.0,131341.0
Anern_PWM_60V_15A_4921,Anern,PWM,60.0,15.0,0.95,80786.0,134642.0
Anern_PWM_12V_95A_4946,Anern,PWM,12.0,95.0,0.92,73116.0,121860.0
Anern_PWM_48V_70A_4957,Anern,PWM,48.0,70.0,0.95,74285.0,123809.0
Anern_PWM_12V_90A_4966,Anern,PWM,12.0,90.0,0.93,64848.0,108080.0
Anern_PWM_12V_45A_4968,Anern,PWM,12.0,45.0,0.94,91299.0,152165.0
Anern_PWM_36V_80A_4985,Anern,PWM,36.0,80.0,0.92,73283.0,122139.0
Epever_MPPT_24V_15A_58,Epever,MPPT,24.0,15.0,0.93,109139.0,181899.0
Epever_MPPT_48V_85A_60,Epever,MPPT,48.0,85.0,0.91,65935.0,109891.0
Epever_MPPT_100V_35A_71,Epever,MPPT,100.0,35.0,0.93,66380.0,110634.0
Epever_MPPT_36V_40A_77,Epever,MPPT,36.0,40.0,0.93,81651.0,136085.0
Epever_MPPT_24V_60A_79,Epever,MPPT,24.0,60.0,0.94,98874.0,164790.0
Epever_MPPT_36V_35A_81,Epever,MPPT,36.0,35.0,0.93,68296.0,113828.0
Epever_MPPT_48V_85A_87,Epever,MPPT,48.0,85.0,0.94,78440.0,130732.0
Epever_MPPT_48V_40A_103,Epever,MPPT,48.0,40.0,0.92,69091.0,115151.0
Epever_MPPT_60V_95A_121,Epever,MPPT,60.0,95.0,0.94,65979.0,109965.0
Epever_MPPT_60V_85A_128,Epever,MPPT,60.0,85.0,0.93,89356.0,148926.0
Epever_MPPT_150V_100A_136,Epever,MPPT,150.0,100.0,0.93,67792.0,112988.0
Epever_MPPT_12V_65A_147,Epever,MPPT,12.0,65.0,0.92,103401.0,172335.0
Epever_MPPT_100V_55A_167,Epever,MPPT,100.0,55.0,0.95,88032.0,146720.0
Epever_MPPT_150V_100A_211,Epever,MPPT,150.0,100.0,0.94,94436.0,157392.0
Epever_MPPT_150V_20A_231,Epever,MPPT,150.0,20.0,0.93,79329.0,132215.0
Epever_MPPT_12V_70A_261,Epever,MPPT,12.0,70.0,0.94,92668.0,154446.0
Epever_MPPT_100V_70A_297,Epever,MPPT,100.0,70.0,0.91,88155.0,146925.0
Epever_MPPT_48V_20A_370,Epever,MPPT,48.0,20.0,0.95,88292.0,147152.0
Epever_MPPT_12V_90A_424,Epever,MPPT,12.0,90.0,0.95,76602.0,127670.0
Epever_MPPT_12V_35A_482,Epever,MPPT,12.0,35.0,0.93,101663.0,169439.0
Epever_MPPT_36V_95A_495,Epever,MPPT,36.0,95.0,0.91,87449.0,145749.0
Epever_MPPT_12V_55A_524,Epever,MPPT,12.0,55.0,0.93,83644.0,139408.0
Epever_MPPT_150V_10A_529,Epever,MPPT,150.0,10.0,0.93,89501.0,149169.0
Epever_MPPT_150V_30A_545,Epever,MPPT,150.0,30.0,0.92,80394.0,133990.0
Epever_MPPT_60V_50A_552,Epever,MPPT,60.0,50.0,0.92,81123.0,135205.0
Epever_MPPT_12V_60A_588,Epever,MPPT,12.0,60.0,0.94,68274.0,113790.0
Epever_MPPT_100V_30A_591,Epever,MPPT,100.0,30.0,0.93,69598.0,115996.0
Epever_MPPT_24V_50A_601,Epever,MPPT,24.0,50.0,0.94,70325.0,117209.0
Epever_MPPT_24V_45A_611,Epever,MPPT,24.0,45.0,0.94,109363.0,182271.0
Epever_MPPT_12V_35A_628,Epever,MPPT,12.0,35.0,0.94,99869.0,166449.0
Epever_MPPT_60V_65A_655,Epever,MPPT,60.0,65.0,0.93,63031.0,105051.0
Epever_MPPT_12V_100A_661,Epever,MPPT,12.0,100.0,0.95,71247.0,118745.0
Epever_MPPT_150V_45A_668,Epever,MPPT,150.0,45.0,0.93,86042.0,143404.0
Epever_MPPT_48V_90A_684,Epever,MPPT,48.0,90.0,0.94,72776.0,121292.0
Epever_MPPT_100V_25A_698,Epever,MPPT,100.0,25.0,0.93,95614.0,159356.0
Epever_MPPT_100V_75A_713,Epever,MPPT,100.0,75.0,0.92,67904.0,113172.0
Epever_MPPT_48V_75A_737,Epever,MPPT,48.0,75.0,0.94,61341.0,102235.0
Epever_MPPT_12V_20A_797,Epever,MPPT,12.0,20.0,0.95,64150.0,106918.0
Epever_MPPT_100V_15A_817,Epever,MPPT,100.0,15.0,0.93,98353.0,163921.0
Epever_MPPT_36V_90A_818,Epever,MPPT,36.0,90.0,0.94,66492.0,110820.0
Epever_MPPT_12V_30A_841,Epever,MPPT,12.0,30.0,0.93,70825.0,118041.0
Epever_MPPT_60V_65A_845,Epever,MPPT,60.0,65.0,0.92,70552.0,117586.0
Epever_MPPT_100V_55A_853,Epever,MPPT,100.0,55.0,0.93,79958.0,133264.0
Epever_MPPT_150V_20A_873,Epever,MPPT,150.0,20.0,0.92,75657.0,126095.0
Epever_MPPT_48V_25A_898,Epever,MPPT,48.0,25.0,0.95,63464.0,105772.0
Epever_MPPT_48V_10A_900,Epever,MPPT,48.0,10.0,0.92,63192.0,105320.0
Epever_MPPT_100V_50A_905,Epever,MPPT,100.0,50.0,0.92,89352.0,148920.0
Epever_MPPT_24V_45A_972,Epever,MPPT,24.0,45.0,0.94,98352.0,163920.0
Epever_MPPT_12V_50A_1062,Epever,MPPT,12.0,50.0,0.94,105572.0,175952.0
Epever_MPPT_48V_25A_1072,Epever,MPPT,48.0,25.0,0.94,90561.0,150935.0
Epever_MPPT_36V_20A_1079,Epever,MPPT,36.0,20.0,0.91,76171.0,126951.0
Epever_MPPT_36V_45A_1093,Epever,MPPT,36.0,45.0,0.92,90312.0,150520.0
Epever_MPPT_36V_95A_1095,Epever,MPPT,36.0,95.0,0.94,79259.0,132099.0
Epever_MPPT_12V_50A_1109,Epever,MPPT,12.0,50.0,0.92,90724.0,151208.0
Epever_MPPT_36V_35A_1117,Epever,MPPT,36.0,35.0,0.94,71182.0,118636.0
Epever_MPPT_100V_40A_1118,Epever,MPPT,100.0,40.0,0.92,96460.0,160766.0
Epever_MPPT_12V_100A_1130,Epever,MPPT,12.0,100.0,0.93,99669.0,166115.0
Epever_MPPT_100V_50A_1131,Epever,MPPT,100.0,50.0,0.92,74724.0,124540.0
Epever_MPPT_100V_40A_1148,Epever,MPPT,100.0,40.0,0.94,66610.0,111016.0
Epever_MPPT_12V_45A_1163,Epever,MPPT,12.0,45.0,0.94,88362.0,147270.0
Epever_MPPT_150V_60A_1170,Epever,MPPT,150.0,60.0,0.94,106164.0,176940.0
Epever_MPPT_24V_35A_1195,Epever,MPPT,24.0,35.0,0.92,83064.0,138440.0
Epever_MPPT_36V_75A_1210,Epever,MPPT,36.0,75.0,0.94,100354.0,167256.0
Epever_MPPT_36V_35A_1214,Epever,MPPT,36.0,35.0,0.94,82797.0,137995.0
Epever_MPPT_36V_30A_1247,Epever,MPPT,36.0,30.0,0.92,81499.0,135831.0
Epever_MPPT_36V_45A_1256,Epever,MPPT,36.0,45.0,0.94,96986.0,161642.0
Epever_MPPT_100V_90A_1277,Epever,MPPT,100.0,90.0,0.94,98486.0,164142.0
Epever_MPPT_12V_85A_1284,Epever,MPPT,12.0,85.0,0.95,64690.0,107816.0
Epever_MPPT_100V_70A_1290,Epever,MPPT,100.0,70.0,0.94,66203.0,110339.0
Epever_MPPT_100V_50A_1307,Epever,MPPT,100.0,50.0,0.94,72463.0,120771.0
Epever_MPPT_24V_10A_1322,Epever,MPPT,24.0,10.0,0.93,71548.0,119248.0
Epever_MPPT_48V_95A_1335,Epever,MPPT,48.0,95.0,0.95,107887.0,179811.0
Epever_MPPT_60V_85A_1346,Epever,MPPT,60.0,85.0,0.92,78094.0,130156.0
Epever_MPPT_36V_55A_1398,Epever,MPPT,36.0,55.0,0.94,95212.0,158686.0
Epever_MPPT_100V_70A_1408,Epever,MPPT,100.0,70.0,0.93,65396.0,108994.0
Epever_MPPT_100V_35A_1452,Epever,MPPT,100.0,35.0,0.94,106725.0,177875.0
Epever_MPPT_150V_30A_1511,Epever,MPPT,150.0,30.0,0.94,96688.0,161146.0
Epever_MPPT_24V_30A_1515,Epever,MPPT,24.0,30.0,0.92,85144.0,141908.0
Epever_MPPT_24V_90A_1551,Epever,MPPT,24.0,90.0,0.92,109516.0,182528.0
Epever_MPPT_24V_50A_1553,Epever,MPPT,24.0,50.0,0.91,96803.0,161339.0
Epever_MPPT_12V_55A_1556,Epever,MPPT,12.0,55.0,0.94,106658.0,177762.0
Epever_MPPT_12V_50A_1562,Epever,MPPT,12.0,50.0,0.93,91785.0,152975.0
Epever_MPPT_60V_35A_1567,Epever,MPPT,60.0,35.0,0.93,60908.0,101514.0
